epoch (MJD),epoch (seconds TDB),x [km],y [km],z [km],vx [km/s],vy [km/s],vz [km/s]
59407.75000,679384869.1826417446136475,-338386.0330580762820318,280149.6287397678242996,111294.1622938505461207,-0.5630386833786387,-0.7714526582754857,-0.2224038036766486
59408.00000,679406469.1826417446136475,-350129.1037521803518757,263061.5520498192636296,106408.9645192559255520,-0.5239918923385851,-0.8106364717585440,-0.2299290934478066
59408.25000,679428069.1826417446136475,-361009.6504736769711599,245136.3850952617358416,101361.1098647405888187,-0.4831627183113908,-0.8489518035238943,-0.2374706556384745
59408.50000,679449669.1826417446136475,-370988.3309530260157771,226393.5096130065212492,96149.8492173323465977,-0.4404719856697233,-0.8863398066592156,-0.2450656859569737
59408.75000,679471269.1826417446136475,-380024.0178127938415855,206853.6576630024646875,90773.5989056206017267,-0.3958335191625770,-0.9227342428573628,-0.2527545863176325
59409.00000,679492869.1826417446136475,-388073.6417643032618798,186539.0751966293028090,85229.8479778188630007,-0.3491535476609894,-0.9580611018585228,-0.2605832603571357
59409.25000,679514469.1826417446136475,-395092.0161791170248762,165473.6954247126996052,79515.0071161622909131,-0.3003295371248207,-0.9922380529905412,-0.2686062636967226
59409.50000,679536069.1826417446136475,-401031.6278629577136599,143683.3274293214199133,73624.1776742681104224,-0.2492481731321049,-1.0251735389524581,-0.2768911084177457
59409.75000,679557669.1826417446136475,-405842.3716680663637817,121195.8712441678653704,67550.8116500171599910,-0.1957821022137929,-1.0567651509685658,-0.2855241382260040
59410.00000,679579269.1826417446136475,-409471.1966637094155885,98041.5814160172740230,61286.2228101176951895,-0.1397848995085588,-1.0868966173348551,-0.2946185458093031
59410.25000,679600869.1826417446136475,-411861.6183611332089640,74253.4208247196365846,54818.8948223458137363,-0.0810835704145244,-1.1154321911902092,-0.3043252955192762
59410.50000,679622469.1826417446136475,-412953.0350271317292936,49867.5821941235772101,48133.5135657367427484,-0.0194677682541845,-1.1422062613610806,-0.3148479148453402
59410.75000,679644069.1826417446136475,-412679.7685292843380012,24924.3181566460625618,41209.6284771110367728,0.0453250302558839,-1.1670043380607971,-0.3264622260687262
59411.00000,679665669.1826417446136475,-410969.7390072783455253,-530.6680839538612418,34019.8264782942060265,0.1136285157209262,-1.1895287245097510,-0.3395418139643618
59411.25000,679687269.1826417446136475,-407742.6990389931597747,-26443.8289277230833250,26527.2969152002115152,0.1858686858084281,-1.2093375796402452,-0.3545886119468848
59411.50000,679708869.1826417446136475,-402908.0491513764136471,-52749.6198160660642316,18682.7184843890536285,0.2625793742912810,-1.2257393558855172,-0.3722636235548094
59411.75000,679730469.1826417446136475,-396362.5514397787628695,-79363.3615317086660070,10420.6108728234885348,0.3443907995266720,-1.2376173145113276,-0.3934015001129112
59412.00000,679752069.1826417446136475,-387988.9936572453007102,-106169.3237855081242742,1655.8876332277372967,0.4319412338679816,-1.2431597997682824,-0.4189671017820680
59412.25000,679773669.1826417446136475,-377658.4260392912547104,-133002.0141347103053704,-7717.2719677330169361,0.5256132843124429,-1.2395105934074564,-0.4498639791988640
59412.50000,679795269.1826417446136475,-365241.2787351369624957,-159620.2537281773111317,-17819.5093807704506617,0.6249509514636764,-1.2224984513632451,-0.4864460300160386
59412.75000,679816869.1826417446136475,-350635.3123708228231408,-185680.2432405171566643,-28765.4033647951582680,0.7276975463511288,-1.1869295070070300,-0.5276171270955846
59413.00000,679838469.1826417446136475,-333815.3758596478728577,-210728.1728466853091959,-40620.5105575693087303,0.8288788296581391,-1.1282318546127725,-0.5697961539542390
59413.25000,679860069.1826417446136475,-314891.6301563203451224,-234245.7211055132793263,-53343.9179168571863556,0.9211963648858992,-1.0455704403521653,-0.6068603423225871
59413.50000,679881669.1826417446136475,-294134.1925944384420291,-255760.9082922787056305,-66752.1782465925207362,0.9977505865809437,-0.9441970530547720,-0.6322639309475518
59413.75000,679903269.1826417446136475,-271925.9090233112801798,-274970.3083836440346204,-80545.7316247042181203,1.0554279207139170,-0.8338163798953815,-0.6422632620405638
59414.00000,679924869.1826417446136475,-248665.8649462114553899,-291785.7583898357697763,-94388.8885443900217069,1.0956645551722191,-0.7238530920105268,-0.6372049256750516
59414.25000,679946469.1826417446136475,-224690.7924884414824191,-306286.5683127064257860,-107985.9945419926661998,1.1223431392240846,-0.6201224243680280,-0.6200779886260602
59414.50000,679968069.1826417446136475,-200249.4426853028126061,-318635.6194145683548413,-121114.9751186347857583,1.1394282975413390,-0.5247313061642547,-0.5944150830939842
59414.75000,679989669.1826417446136475,-175515.0070410244225059,-329014.2410109447664581,-133624.4290659843536559,1.1498766353420147,-0.4375461820614692,-0.5631251177360151
59415.00000,680011269.1826417446136475,-150608.8698404035530984,-337589.2785521653713658,-145416.3187692622304894,1.1555629422691207,-0.3575331631154873,-0.5282473701129135
59415.25000,680032869.1826417446136475,-125621.0511228377581574,-344502.7161695208051242,-156428.5519885986868758,1.1575718169281859,-0.2835039002225204,-0.4911089496130638
59415.50000,680054469.1826417446136475,-100623.8839344543230254,-349872.1752857450628653,-166622.0777463389385957,1.1565001438703957,-0.2144166924798103,-0.4525514243609557
59415.75000,680076069.1826417446136475,-75680.0584436227363767,-353795.1441248155315407,-175972.4583573408890516,1.1526720304617404,-0.1494511250154746,-0.4131110128144211
59416.00000,680097669.1826417446136475,-50846.9663734234491130,-356353.6741144932457246,-184464.6643881603667978,1.1462702952966974,-0.0879922857396441,-0.3731381681372102
59416.25000,680119269.1826417446136475,-26178.8721712375881907,-357618.3825973925995640,-192089.9222307202289812,1.1374105551174172,-0.0295889371268461,-0.3328709855796212
59416.50000,680140869.1826417446136475,-1727.8941278213678743,-357651.5204021059907973,-198843.7986904508143198,1.1261804370319692,0.0260889141870633,-0.2924787237667938
59416.75000,680162469.1826417446136475,22455.6257309672764677,-356509.1966435445356183,-204725.0140268947288860,1.1126588888689617,0.0792850675867954,-0.2520873129960823
59417.00000,680184069.1826417446136475,46323.0390273446973879,-354242.9392172306543216,-209734.6823604940145742,1.0969245915231762,0.1301836731388473,-0.2117943789879269
59417.25000,680205669.1826417446136475,69827.4213635046762647,-350900.7642125864513218,-213875.8057925324537791,1.0790586374531159,0.1789284190849512,-0.1716782724603135
59417.50000,680227269.1826417446136475,92923.6259486851777183,-346527.8956786185153760,-217152.9234087656659540,1.0591443585142459,0.2256359871185742,-0.1318037018840229
59417.75000,680248869.1826417446136475,115568.3177028413483640,-341167.2430635391501710,-219571.8592463790264446,1.0372658785899804,0.2704052580064222,-0.0922254448520718
59418.00000,680270469.1826417446136475,137719.9703256970096845,-334859.7147954520187341,-221139.5375167989986949,1.0135062302301239,0.3133234490054564,-0.0529909647386920
59418.25000,680292069.1826417446136475,159338.8220903391775209,-327644.4242116237874143,-221863.8468580562039278,0.9879454650925236,0.3544700702573115,-0.0141423886680215
59418.50000,680313669.1826417446136475,180386.7927386579394806,-319558.8275786498561502,-221753.5427583382406738,0.9606589636533409,0.3939193472040861,0.0242819068783680
59418.75000,680335269.1826417446136475,200827.3668544425454456,-310638.8220298329251818,-220818.1812241379229818,0.9317160293108768,0.4317415749527944,0.0622459736295656
59419.00000,680356869.1826417446136475,220625.4501798530400265,-300918.8226741291582584,-219068.0787966141360812,0.9011787896169106,0.4680037396472051,0.0997151668673681
59419.25000,680378469.1826417446136475,239747.2054602620482910,-290431.8319462206563912,-216514.2950359437381849,0.8691013966119641,0.5027696499102424,0.1366551858998819
59419.50000,680400069.1826417446136475,258159.8740527561749332,-279209.5097493699868210,-213168.6341167628415860,0.8355295039571018,0.5360997578377237,0.1730312615963708
59419.75000,680421669.1826417446136475,275831.5889746004249901,-267282.2495646158349700,-209043.6625122527184431,0.8004999920591537,0.5680508052487964,0.2088074767281635
59420.00000,680443269.1826417446136475,292731.1844037329428829,-254679.2631205210636836,-204152.7400706816406455,0.7640409087952532,0.5986754002646466,0.2439462023928558
59420.25000,680464869.1826417446136475,308828.0059117825003341,-241428.6741993624018505,-198510.0622074962302577,0.7261715904959261,0.6280216070513218,0.2784076280442564
59420.50000,680486469.1826417446136475,324091.7249116764869541,-227557.6205594394123182,-192130.7114989458641503,0.6869029243598612,0.6561326141040841,0.3121493553466819
59420.75000,680508069.1826417446136475,338492.1599137251614593,-213092.3617077517847065,-185030.7176886430243030,0.6462377088280835,0.6830465315973269,0.3451260185063481
59421.00000,680529669.1826417446136475,351999.1061947357957251,-198058.3893111770157702,-177227.1260058258485515,0.6041710637518301,0.7087963547918155,0.3772888862650435
59421.25000,680551269.1826417446136475,364582.1743858020636253,-182480.5363743532216176,-168738.0747402214619797,0.5606908366053173,0.7334101179196375,0.4085853935323513
59421.50000,680572869.1826417446136475,376210.6372632813290693,-166383.0809152947913390,-159582.8842264833801892,0.5157779454680157,0.7569112506927099,0.4389585424732978
59421.75000,680594469.1826417446136475,386853.2826851199497469,-149789.8397424424183555,-149782.1608001670974772,0.4694065937354740,0.7793191374566135,0.4683461023660919
59422.00000,680616069.1826417446136475,396478.2691447208053432,-132724.2480669041688088,-139357.9209652134450153,0.4215442853901031,0.8006498661120233,0.4966795222374121
59422.25000,680637669.1826417446136475,405052.9788096432457678,-115209.4211309568054276,-128333.7431093425839208,0.3721515634290974,0.8209171381317401,0.5238824468119628
59422.50000,680659269.1826417446136475,412543.8611773573211394,-97268.1948705294198589,-116734.9568239365617046,0.3211813884387654,0.8401332890075541,0.5498686906329029
59422.75000,680680869.1826417446136475,418916.2586508789681830,-78923.1440659410873195,-104588.8835597903089365,0.2685780718115526,0.8583103342833301,0.5745394719717984
59423.00000,680702469.1826417446136475,424134.2035340087022632,-60196.5788182107862667,-91925.1474165525578428,0.2142756843498337,0.8754609007512593,0.5977796312120096
59423.25000,680724069.1826417446136475,428160.1744697298272513,-41110.5241282405186212,-78776.0819109220610699,0.1581958875468976,0.8915988109804148,0.6194524510724383
59423.50000,680745669.1826417446136475,430954.7998435713234358,-21686.6938427332279389,-65177.2683087496334338,0.1002452035551570,0.9067389403503645,0.6393925530117009
59423.75000,680767269.1826417446136475,432476.4974534498760477,-1946.4808391550802753,-51168.2543271019821987,0.0403118910828763,0.9208957268849435,0.6573961664743728
59424.00000,680788869.1826417446136475,432681.0462860785773955,18088.9975468580414599,-36793.5192966209651786,-0.0217371007755430,0.9340793405493653,0.6732078748778321
59424.25000,680810469.1826417446136475,431521.1020495669799857,38398.7326951019422268,-22103.7729653093811066,-0.0860580498746534,0.9462879544794933,0.6865027991291595
59424.50000,680832069.1826417446136475,428945.7010324711445719,58961.4284454094158718,-7157.6974296266962483,-0.1528291542999765,0.9574937564046773,0.6968632508231187
59424.75000,680853669.1826417446136475,424899.8597413820098154,79754.7055541991867358,7975.7429187183352042,-0.2222421255639340,0.9676193081255806,0.7037495415759267
59425.00000,680875269.1826417446136475,419324.4897781136096455,100753.6521991926856572,23214.3098093577791587,-0.2944799977536972,0.9764998344597269,0.7064666145710009
59425.25000,680896869.1826417446136475,412157.0320250851218589,121928.3651945355086355,38458.7837800006454927,-0.3696705988773181,0.9838267861347452,0.7041327807203454
59425.50000,680918469.1826417446136475,403333.4864809602149762,143240.0454526720277499,53588.7313254340624553,-0.4478012151347083,0.9890705320773866,0.6956659525906426
59425.75000,680940069.1826417446136475,392792.8412891125190072,164635.2465614995453507,68458.4201695574301993,-0.5285797968263446,0.9913891172307480,0.6798176921161632
59426.00000,680961669.1826417446136475,380485.1206903848797083,186038.2248335547337774,82894.4049168406054378,-0.6112405118728059,0.9895508411575014,0.6553030128882861
59426.25000,680983269.1826417446136475,366383.9601802886463702,207342.2857662268797867,96697.4396593696583295,-0.6943301275991304,0.9819321207163534,0.6210785346599933
59426.50000,681004869.1826417446136475,350503.1173993500997312,228402.7076261366601102,109652.1706380930845626,-0.7755816296780618,0.9666813742150455,0.5767786165174869
59426.75000,681026469.1826417446136475,332913.2595559466863051,249035.6660186958324630,121547.0836175512959016,-0.8520446826827532,0.9421140743433529,0.5231956035003094
59427.00000,681048069.1826417446136475,313751.9008158131618984,269027.7414985465584323,132202.9416681601724122,-0.9205958943868259,0.9072691377096903,0.4625309489205864
59427.25000,681069669.1826417446136475,293218.9251317970338278,288156.9406903152121231,141501.4283797141106334,-0.9787182149119493,0.8623624785551278,0.3981299311218692
59427.50000,681091269.1826417446136475,271555.7098019254626706,306219.5007634434732608,149402.0795543645799626,-1.0251634483317857,0.8088303157027321,0.3336986230695166
59427.75000,681112869.1826417446136475,249014.8529532851534896,323052.3299425308359787,155940.0184219671355095,-1.0601192293887285,0.7489028372198948,0.2723961394749925
59428.00000,681134469.1826417446136475,225832.2813389936636668,338543.3889813072746620,161207.1759359393909108,-1.0848517866423679,0.6849748979988708,0.2162734808786685
59428.25000,681156069.1826417446136475,202210.1652397924626712,352629.4397370421793312,165326.9416585455182940,-1.1011238383020092,0.6191102457097462,0.1662198154469064
59428.50000,681177669.1826417446136475,178311.8463695950631518,365286.0598123314557597,168431.7664606778707821,-1.1107035897192117,0.5528256059417710,0.1222460394573076
59428.75000,681199269.1826417446136475,154265.0486208062211517,376515.6422287718160078,170648.1949512600258458,-1.1150937503907330,0.4871013864601868,0.0838524451489264
59429.00000,681220869.1826417446136475,130168.7625787964207120,386336.9869581083767116,172089.2340432858327404,-1.1154499318652729,0.4224992899880636,0.0503253373955532
59429.25000,681242469.1826417446136475,106100.5895400251902174,394777.7292800382128917,172851.9237442121666390,-1.1126061766251538,0.3592966789645340,0.0209221839039363
59429.50000,681264069.1826417446136475,82123.0087618782126810,401869.4440036467858590,173017.8566352282068692,-1.1071405316003595,0.2975964682306036,-0.0050351071623943
59429.75000,681285669.1826417446136475,58288.1523648864531424,407644.7625302431406453,172655.0235057602112647,-1.0994437076795986,0.2374037510330182,-0.0281253343273128
59430.00000,681307269.1826417446136475,34641.2093872837576782,412135.8262940259883180,171820.0350877220334951,-1.0897761629591387,0.1786742264234479,-0.0488243500029102
59430.25000,681328869.1826417446136475,11222.7541096458098764,415373.5560827835579403,170560.2489415479067247,-1.0783106819330215,0.1213426606684891,-0.0675153718209545
59430.50000,681350469.1826417446136475,-11929.7030138282407279,417387.3866982145118527,168915.6126296146248933,-1.0651622429388805,0.0653385372351323,-0.0845038646207232
59430.75000,681372069.1826417446136475,-34780.6992004256026121,418205.2490640003816225,166920.1796143238898367,-1.0504081722452800,0.0105940051746641,-0.1000324870362368
59431.00000,681393669.1826417446136475,-57296.1592587781560724,417853.6719483609776944,164603.3195994273119140,-1.0341013785275699,-0.0429525654620322,-0.1142942727912238
59431.25000,681415269.1826417446136475,-79442.9668968600744847,416357.9320903879124671,161990.6684465832659043,-1.0162788538589627,-0.0953554024900891,-0.1274435437715067
59431.50000,681436869.1826417446136475,-101188.6832049063959857,413742.2153712931904010,159104.8663640479790047,-0.9969670178287032,-0.1466613441959274,-0.1396046415336630
59431.75000,681458469.1826417446136475,-122501.3566261500673136,410029.7711376617662609,155966.1283896271779668,-0.9761849923242292,-0.1969103801912148,-0.1508787819158287
59432.00000,681480069.1826417446136475,-143349.3881445376027841,405243.0525727710919455,152592.6839272628130857,-0.9539465375395332,-0.2461363601242493,-0.1613493823054293
59432.25000,681501669.1826417446136475,-163701.4283477129065432,399403.8417174293426797,149001.1147674735402688,-0.9302611319168304,-0.2943676853195041,-0.1710861837639365
59432.50000,681523269.1826417446136475,-183526.2915239920839667,392533.3605747424298897,145206.6145950034260750,-0.9051345112521267,-0.3416278967749310,-0.1801484392112715
59432.75000,681544869.1826417446136475,-202792.8774752117460594,384652.3709641390014440,141223.1877127895422745,-0.8785688710688117,-0.3879361261603236,-0.1885873855692126
59433.00000,681566469.1826417446136475,-221470.0952934143424500,375781.2661810927093029,137063.8005248425470199,-0.8505628632775177,-0.4333074040801714,-0.1964481707185257
59433.25000,681588069.1826417446136475,-239526.7856265384180006,365940.1574780337396078,132740.4960644997772761,-0.8211114704978918,-0.4777528330513256,-0.2037713677237714
59433.50000,681609669.1826417446136475,-256931.6393987775081769,355148.9581595532363281,128264.4793253323878162,-0.7902058103766858,-0.5212796380969288,-0.2105941788750964
59433.75000,681631269.1826417446136475,-273653.1118537735310383,343427.4677729436079971,123646.1792006528849015,-0.7578329020342248,-0.5638911091373907,-0.2169514096700338
59434.00000,681652869.1826417446136475,-289659.3313198806135915,330795.4585961473640054,118895.2912793209543452,-0.7239754134856471,-0.6055864486013065,-0.2228762766274008
59434.25000,681674469.1826417446136475,-304918.0024112382670864,317272.7663293928490020,114020.8045070621301420,-0.6886113998764298,-0.6463605358721248,-0.2284011018167121
59434.50000,681696069.1826417446136475,-319396.3035097454558127,302879.3866898408741690,109031.0136492474703118,-0.6517140358435647,-0.6862036177822016,-0.2335579402109118
59434.75000,681717669.1826417446136475,-333060.7783893590094522,287635.5794305779272690,103933.5185397188033676,-0.6132513400498744,-0.7251009314397768,-0.2383791829866119
59435.00000,681739269.1826417446136475,-345877.2217480159015395,271561.9812100015114993,98735.2101688479306176,-0.5731858849391809,-0.7630322619618678,-0.2428981802834172
59435.25000,681760869.1826417446136475,-357810.5582052292884327,254679.7287326175137423,93442.2426906676701037,-0.5314744793476075,-0.7999714327069066,-0.2471499306643267
59435.50000,681782469.1826417446136475,-368824.7139871475519612,237010.5937105292396154,88059.9893338068068260,-0.4880678051141615,-0.8358857183007702,-0.2511718918189902
59435.75000,681804069.1826417446136475,-378882.4800322577939369,218577.1315074867743533,82592.9789137074985774,-0.4429099807765862,-0.8707351600099775,-0.2550049782955453
59436.00000,681825669.1826417446136475,-387945.3645627863006666,199402.8459405358880758,77044.8080543744436000,-0.3959380153105255,-0.9044717462688320,-0.2586948281352591
59436.25000,681847269.1826417446136475,-395973.4322370242443867,179512.3737782669486478,71418.0222359800973209,-0.3470811025598680,-0.9370383950653300,-0.2622934421855691
59436.50000,681868869.1826417446136475,-402925.1257819064194337,158931.6942481590958778,65713.9562438182474580,-0.2962596927723012,-0.9683676340287617,-0.2658613289377785
59436.75000,681890469.1826417446136475,-408757.0644744195742533,137688.3717611005704384,59932.5213345104129985,-0.2433842631918695,-0.9983798094495576,-0.2694703252821073
59437.00000,681912069.1826417446136475,-413423.8120207713218406,115811.8447213296021800,54071.9222673263793695,-0.1883536990204582,-1.0269805538295012,-0.2732073103052135
59437.25000,681933669.1826417446136475,-416877.6044718646444380,93333.7807307121111080,48128.2820801526613650,-0.1310531990619357,-1.0540570816204426,-0.2771790835382673
59437.50000,681955269.1826417446136475,-419068.0272572110989131,70288.5302861548698274,42095.1460282296902733,-0.0713516570655039,-1.0794726332656823,-0.2815187338261442
59437.75000,681976869.1826417446136475,-419941.6303893653093837,46713.7296208081170334,35962.8286113253052463,-0.0090985813658740,-1.1030580027195984,-0.2863938598311179
59438.00000,681998469.1826417446136475,-419441.4747249443316832,22651.1321944941810216,29717.5599902526410006,0.0558791180753457,-1.1245985031789221,-0.2920169692861051
59438.25000,682020069.1826417446136475,-417506.6147329016821459,-1852.2075615977835241,23340.3828448873682646,0.1237795729558703,-1.1438138856261360,-0.2986581725660126
59438.50000,682041669.1826417446136475,-414071.5537582531105727,-26742.2092913176311413,16805.7538339635539160,0.1948255754020095,-1.1603276004815484,-0.3066596706372066
59438.75000,682063269.1826417446136475,-409065.7734388013486750,-51955.2199178207665682,10079.8283574378256162,0.2692571235287766,-1.1736205326478597,-0.3164500691897766
59439.00000,682084869.1826417446136475,-402413.5691575643722899,-77414.2491774722584523,3118.4796872764777618,0.3473087335482793,-1.1829636058131017,-0.3285534165248592
59439.25000,682106469.1826417446136475,-394034.6632263167412020,-103023.4818142449366860,-4134.7272990936025963,0.4291570388258978,-1.1873253728710693,-0.3435817874240905
59439.50000,682128069.1826417446136475,-383846.4692124818102457,-128660.5523432010668330,-11750.0424684789250023,0.5148157722479391,-1.1852594490426780,-0.3621898528988781
59439.75000,682149669.1826417446136475,-371769.4549702024669386,-154166.3982611122482922,-19811.3368937467821524,0.6039490246405582,-1.1748010157166531,-0.3849558028643671
59440.00000,682171269.1826417446136475,-357737.6182842024136335,-179333.6303284026798792,-28412.1365571218993864,0.6955843106202396,-1.1534520137313327,-0.4121439778797765
59440.25000,682192869.1826417446136475,-341715.9811008038814180,-203896.8416983086790424,-37645.0045273794530658,0.7877649742871284,-1.1184062197166396,-0.4433283485779485
59440.50000,682214469.1826417446136475,-323724.8442554789944552,-227532.0434055052464828,-47581.8794279017456574,0.8773152753329054,-1.0671939928818659,-0.4769597398043869
59440.75000,682236069.1826417446136475,-303865.0297776582883671,-249874.9856662671954837,-58246.7465859347939841,0.9600445403462811,-0.9987570424183073,-0.5101507436308799
59441.00000,682257669.1826417446136475,-282331.3242403652402572,-270563.7782838164712302,-69589.5413875058147823,1.0316494438944090,-0.9145023303941081,-0.5390601539260875
59441.25000,682279269.1826417446136475,-259400.5235913167707622,-289296.4665381155791692,-81476.1575664149422664,1.0890615542175794,-0.8184940595893779,-0.5599627195454669
59441.50000,682300869.1826417446136475,-235392.8910151172603946,-305878.6014434317476116,-93704.4607287449325668,1.1314050347372717,-0.7163489350661739,-0.5704492414279074
59441.75000,682322469.1826417446136475,-210623.7586462907784153,-320237.9481023466796614,-106040.2125615199329332,1.1599090411017083,-0.6134849121825973,-0.5699672354094449
59442.00000,682344069.1826417446136475,-185367.0342998835258186,-332404.8663078293320723,-118254.8999730597570306,1.1769994824346661,-0.5138534099602987,-0.5594904909698298
59442.25000,682365669.1826417446136475,-159840.5084982048429083,-342475.7872836051392369,-130150.8369485657021869,1.1853074404023414,-0.4196433490646880,-0.5407718108721172
59442.50000,682387269.1826417446136475,-134208.7266539843985811,-350578.4416540010133758,-141570.5192674461868592,1.1870712199739604,-0.3316532844703299,-0.5156944255220721
59442.75000,682408869.1826417446136475,-108594.0530936050054152,-356847.7604898028075695,-152395.0782584722910542,1.1839532846160632,-0.2498381082151415,-0.4859168833069105
59443.00000,682430469.1826417446136475,-83088.7943196920969058,-361412.7048545530415140,-162537.8711607003060635,1.1770932271936740,-0.1737490919991386,-0.4527595284204816
59443.25000,682452069.1826417446136475,-57765.1260027701719082,-364390.7622271104482934,-171937.1957841119146906,1.1672382753585659,-0.1028050558495087,-0.4172194639229961
59443.50000,682473669.1826417446136475,-32682.1574890308511385,-365886.7688990170718171,-180549.9311193511530291,1.1548698922325680,-0.0364306094943348,-0.3800313129375959
59443.75000,682495269.1826417446136475,-7890.5713926140970216,-365993.7579280599602498,-188346.5827700486988761,1.1403001845671152,0.0258866567081496,-0.3417323390560718
59444.00000,682516869.1826417446136475,16564.4748500731584500,-364794.5323437940096483,-195307.6316624181636143,1.1237372900327711,0.0845811365442131,-0.3027168524738978
59444.25000,682538469.1826417446136475,40641.5866173400063417,-362363.3285570463049226,-201420.9124531878624111,1.1053268109299286,0.1400131045007884,-0.2632772354288728
59444.50000,682560069.1826417446136475,64302.0755375823864597,-358767.3075540137360804,-206679.7484807262080722,1.0851768796235353,0.1924793972774481,-0.2236334148912461
59444.75000,682581669.1826417446136475,87509.3225254482531454,-354067.7971133635146543,-211081.6238166614493821,1.0633727678594747,0.2422251889083662,-0.1839535818882221
59445.00000,682603269.1826417446136475,110228.3815003435447579,-348321.2905949743581004,-214627.2314006231899839,1.0399851052321283,0.2894545420048069,-0.1443686647521039
59445.25000,682624869.1826417446136475,132425.7162128213385586,-341580.2381576726911590,-217319.7840992374403868,1.0150743267027871,0.3343390375364346,-0.1049824701529050
59445.50000,682646469.1826417446136475,154069.0077010973182041,-333893.6725667387363501,-219164.5107004189339932,0.9886929726215808,0.3770244933749398,-0.0658788528992568
59445.75000,682668069.1826417446136475,175126.9974641103472095,-325307.7081584687693976,-220168.2834104491339531,0.9608868194718931,0.4176360448115578,-0.0271268496683106
59446.00000,682689669.1826417446136475,195569.3478651371551678,-315865.9447426568949595,-220339.3401587634871248,0.9316954157381228,0.4562819214452528,0.0112155905100528
59446.25000,682711269.1826417446136475,215366.5107891754305456,-305609.8011517749982886,-219687.0763093395798933,0.9011523502503785,0.4930562326697145,0.0490988521737417
59446.50000,682732869.1826417446136475,234489.6009058129566256,-294578.7969185829861090,-218221.8880123194539919,0.8692854310271798,0.5280410243799581,0.0864795865464605
59446.75000,682754469.1826417446136475,252910.2726825138379354,-282810.7954697820823640,-215955.0546253799111582,0.8361168635203066,0.5613078162844580,0.1233191336754476
59447.00000,682776069.1826417446136475,270600.6016112411743961,-270342.2182250409969129,-212898.6512150592461694,0.8016634643018083,0.5929187818655262,0.1595822955246357
59447.25000,682797669.1826417446136475,287532.9704593031201512,-257208.2359390209021512,-209065.4846922093711328,0.7659369152395356,0.6229276938533167,0.1952363620598338
59447.50000,682819269.1826417446136475,303679.9614298946689814,-243442.9412798927514814,-204469.0488856351876166,0.7289440448656422,0.6513807278118450,0.2302503182733886
59447.75000,682840869.1826417446136475,319014.2543413920793682,-229079.5049810399941634,-199123.4953323185909539,0.6906871132266760,0.6783171918903061,0.2645941789686919
59448.00000,682862469.1826417446136475,333508.5308827079134062,-214150.3165156308386941,-193043.6174019434547517,0.6511640692386617,0.7037702345441543,0.2982384076128205
59448.25000,682884069.1826417446136475,347135.3837005122331902,-198687.1094021947355941,-186244.8464237040025182,0.6103687452418328,0.7277675675196906,0.3311533842493069
59448.50000,682905669.1826417446136475,359867.2287060219678096,-182721.0704477300168946,-178743.2590647480392363,0.5682909484547757,0.7503322332693523,0.3633088885344439
59448.75000,682927269.1826417446136475,371676.2178246913827024,-166282.9317354783124756,-170555.5960224156442564,0.5249164037129704,0.7714834387578473,0.3946735634221913
59449.00000,682948869.1826417446136475,382534.1484357262379490,-149403.0437266349908896,-161699.2928695662994869,0.4802264946161661,0.7912374729254933,0.4252143186918540
59449.25000,682970469.1826417446136475,392412.3644909622962587,-132111.4275180344120599,-152192.5248880170984194,0.4341977404008591,0.8096087209654607,0.4548956218525440
59449.50000,682992069.1826417446136475,401281.6428117444738746,-114437.8040683142608032,-142054.2690661575761624,0.3868009329373351,0.8266107835423798,0.4836786040172531
59449.75000,683013669.1826417446136475,409112.0562650791835040,-96411.5981006551010069,-131304.3882993013248779,0.3379998420535888,0.8422577015187733,0.5115198775249041
59450.00000,683035269.1826417446136475,415872.8033345759031363,-78061.9145104573835852,-119963.7455414223804837,0.2877493785110851,0.8565652733234137,0.5383699149916775
59450.25000,683056869.1826417446136475,421531.9910002853721380,-59417.4856187450786820,-108054.3596104053285671,0.2359930846921568,0.8695524281401210,0.5641707692695676
59450.50000,683078469.1826417446136475,426056.3548660310334526,-40506.5888210571065429,-95599.6201606969843851,0.1826598089533355,0.8812425757771841,0.5888528101345532
59450.75000,683100069.1826417446136475,429410.8973480234271847,-21356.9366123746040103,-82624.5878702143672854,0.1276594226985195,0.8916647807844840,0.6123300024564841
59451.00000,683121669.1826417446136475,431558.4220659185666591,-1995.5454900951688160,-69156.4183549582376145,0.0708774840188530,0.9008544835698022,0.6344930342191027
59451.25000,683143269.1826417446136475,432458.9417385708075017,17551.4017019656494085,-55224.9663466667043394,0.0121688865560471,0.9088532820829464,0.6551993020561948
59451.50000,683164869.1826417446136475,432068.9406756929238327,37258.6715118954307400,-40863.6522077818372054,-0.0486491525160456,0.9157069440804344,0.6742583661002161
59451.75000,683186469.1826417446136475,430340.4869194263592362,57102.0218024685600540,-26110.7078231619598228,-0.1118037495343773,0.9214602701962538,0.6914110190536322
59452.00000,683208069.1826417446136475,427220.2235383501392789,77058.0796657642349601,-11010.9637438820609532,-0.1775703450304060,0.9261465861287682,0.7062997021107745
59452.25000,683229669.1826417446136475,422648.3417667837929912,97103.9049007563880878,4381.6103755218582592,-0.2462693336044736,0.9297684503718606,0.7184280147650927
59452.50000,683251269.1826417446136475,416557.7804435908328742,117215.9995747150387615,20000.3622267456375994,-0.3182465701295416,0.9322647355547410,0.7271084167463352
